Participants,Type of Meal,Date of Meal,Meal Price,Year,Day of The Month,Day of The Week
['Tiffany Hanson' 'Ryan Munger'],Lunch,2015-05-03 13:00:00+02:00,408,2015,29,Wednesday
['Anthony Cook' 'Ryan Munger' 'Troy Frandsen'],Dinner,2016-03-10 21:00:00+01:00,29,2016,13,Sunday
['Tiffany Hanson' 'Anthony Cook' 'Ryan Munger'],Dinner,2015-11-15 21:00:00+01:00,332,2015,18,Wednesday
['Anthony Cook'],Breakfast,2018-10-02 09:00:00+02:00,275,2018,30,Sunday
['Anthony Cook' 'Tiffany Hanson'],Lunch,2017-08-19 14:00:00+02:00,484,2017,20,Sunday
['Troy Frandsen' 'Ryan Munger' 'Tiffany Hanson'],Dinner,2018-10-27 20:00:00+02:00,802,2018,30,Tuesday
['Anthony Cook' 'Tiffany Hanson' 'Ryan Munger'],Breakfast,2015-08-18 08:00:00+02:00,494,2015,15,Saturday
['Ryan Munger' 'Anthony Cook' 'Tiffany Hanson'],Lunch,2018-06-12 13:00:00+02:00,268,2018,11,Monday
['Kristen Barnett' 'Ashley Sabatini' 'Michael Brown' 'Ronald Keithly'],Lunch,2014-12-15 13:00:00+01:00,738,2014,12,Friday
['Ronald Keithly' 'Kristen Barnett'],Dinner,2017-06-25 22:00:00+02:00,166,2017,28,Wednesday
['Kimberly Minshall' 'Michael Brown'],Dinner,2017-05-12 20:00:00+02:00,77,2017,13,Saturday
['Kristen Barnett'],Dinner,2014-08-13 20:00:00+02:00,178,2014,12,Tuesday
['Ronald Keithly'],Dinner,2015-03-10 22:00:00+01:00,182,2015,6,Friday
['Kristen Barnett' 'Ashley Sabatini'],Breakfast,2017-10-17 07:00:00+02:00,559,2017,14,Saturday
['Michael Brown' 'Kimberly Minshall' 'Ashley Sabatini'],Breakfast,2018-04-19 08:00:00+02:00,162,2018,16,Monday
['Kristen Barnett' 'Kimberly Minshall'],Lunch,2014-04-19 12:00:00+02:00,472,2014,20,Sunday
['Kristen Barnett' 'Ronald Keithly' 'Michael Brown' 'Kimberly Minshall'],Lunch,2018-02-19 13:00:00+01:00,148,2018,19,Monday
['Kristen Barnett' 'Kimberly Minshall' 'Michael Brown'],Breakfast,2018-09-28 09:00:00+02:00,846,2018,26,Wednesday
['Michael Brown' 'Ashley Sabatini' 'Kristen Barnett' 'Kimberly Minshall'],Lunch,2018-03-26 12:00:00+02:00,392,2018,27,Tuesday
['Michael Brown' 'Kimberly Minshall' 'Kristen Barnett' 'Ashley Sabatini'],Breakfast,2016-11-28 07:00:00+01:00,471,2016,29,Tuesday
['Dan Hopkins'],Lunch,2015-08-11 14:00:00+02:00,451,2015,12,Wednesday
['Amanda Haro'],Breakfast,2014-07-29 08:00:00+02:00,106,2014,26,Saturday
['Amanda Haro'],Lunch,2014-01-11 13:00:00+01:00,135,2014,15,Wednesday
['Dan Hopkins'],Breakfast,2015-09-14 08:00:00+02:00,436,2015,17,Thursday
['Dan Hopkins'],Lunch,2014-08-05 12:00:00+02:00,544,2014,2,Saturday
['Amanda Haro'],Dinner,2016-01-18 22:00:00+01:00,796,2016,20,Wednesday
['Amanda Haro'],Lunch,2018-01-10 12:00:00+01:00,146,2018,12,Friday
['Amanda Haro'],Breakfast,2017-07-07 07:00:00+02:00,459,2017,8,Saturday
['Dan Hopkins'],Lunch,2014-12-14 12:00:00+01:00,120,2014,19,Friday
['Amanda Haro'],Lunch,2016-07-09 12:00:00+02:00,433,2016,11,Monday
['Amanda Haro'],Lunch,2016-08-01 13:00:00+02:00,197,2016,30,Saturday
['Dan Hopkins'],Lunch,2016-11-13 12:00:00+01:00,41,2016,11,Friday
['Martin Smith'],Lunch,2014-12-01 13:00:00+01:00,9,2014,6,Saturday
['Chris Crosson'],Breakfast,2017-01-02 07:00:00+01:00,239,2017,1,Sunday
['Chris Crosson' 'Martin Smith' 'Derrick Fuller'],Breakfast,2015-02-16 07:00:00+01:00,296,2015,13,Friday
['Zachary Perry' 'Chris Crosson'],Dinner,2017-07-18 21:00:00+02:00,17,2017,21,Friday
['Mamie Curtsinger' 'Chris Crosson' 'Derrick Fuller' 'Martin Smith'],Lunch,2017-04-16 12:00:00+02:00,618,2017,19,Wednesday
['Chris Crosson' 'Zachary Perry'],Dinner,2018-12-26 22:00:00+01:00,439,2018,24,Monday
['Chris Crosson' 'Mamie Curtsinger' 'Martin Smith' 'Zachary Perry'],Breakfast,2015-01-29 08:00:00+01:00,266,2015,27,Tuesday
['Mamie Curtsinger'],Breakfast,2014-01-12 09:00:00+01:00,573,2014,16,Thursday
['Martin Smith'],Breakfast,2014-03-27 08:00:00+01:00,181,2014,28,Friday
['Martin Smith' 'Chris Crosson' 'Zachary Perry'],Lunch,2015-09-03 14:00:00+02:00,475,2015,1,Tuesday
['Martin Smith' 'Mamie Curtsinger' 'Derrick Fuller' 'Zachary Perry'],Lunch,2014-05-30 13:00:00+02:00,657,2014,3,Tuesday
['Andrew Davis'],Dinner,2016-08-04 22:00:00+02:00,585,2016,31,Sunday
['Ruth Kaiser'],Lunch,2015-05-13 14:00:00+02:00,198,2015,13,Wednesday
['Andrew Davis' 'Edward Kube'],Breakfast,2016-09-16 09:00:00+02:00,205,2016,12,Monday
['Ruth Kaiser' 'Edward Kube' 'Andrew Davis'],Dinner,2015-06-17 20:00:00+02:00,163,2015,15,Monday
['Jessica Epperson' 'Joseph Deluca' 'Ruth Kaiser' 'Edward Kube'],Lunch,2018-02-15 13:00:00+01:00,440,2018,11,Sunday
"['Gregory Baez' 'Ruth Kaiser' 'Jessica Epperson' 'Joseph Deluca'
 'Andrew Davis']",Breakfast,2017-01-01 08:00:00+01:00,306,2017,4,Wednesday
['Jessica Epperson' 'Ruth Kaiser'],Dinner,2015-09-08 20:00:00+02:00,596,2015,9,Wednesday
['Joseph Deluca' 'Gregory Baez' 'Andrew Davis'],Breakfast,2018-02-15 07:00:00+01:00,298,2018,14,Wednesday
"['Joseph Deluca' 'Jessica Epperson' 'Andrew Davis' 'Edward Kube'
 'Gregory Baez']",Lunch,2015-03-08 14:00:00+01:00,514,2015,13,Friday
['Joseph Deluca'],Dinner,2015-08-04 22:00:00+02:00,842,2015,3,Monday
['Gregory Baez'],Breakfast,2017-10-12 09:00:00+02:00,339,2017,13,Friday
['Jessica Epperson'],Lunch,2014-01-31 13:00:00+01:00,211,2014,30,Thursday
['Juanita Alt'],Lunch,2017-08-27 14:00:00+02:00,805,2017,1,Friday
['Juanita Alt'],Breakfast,2014-09-17 08:00:00+02:00,17,2014,14,Sunday
['Jerry Smyth'],Breakfast,2016-03-04 07:00:00+01:00,468,2016,2,Wednesday
['Jerry Smyth'],Dinner,2017-12-23 22:00:00+01:00,699,2017,26,Tuesday
['Juanita Alt'],Breakfast,2018-03-30 09:00:00+02:00,79,2018,1,Sunday
['Jerry Smyth'],Breakfast,2016-01-01 09:00:00+01:00,26,2015,30,Wednesday
['Jerry Smyth' 'Juanita Alt'],Dinner,2015-05-23 22:00:00+02:00,605,2015,24,Sunday
['Juanita Alt'],Dinner,2015-07-02 21:00:00+02:00,259,2015,29,Monday
['Jerry Smyth' 'Juanita Alt'],Lunch,2018-04-20 14:00:00+02:00,565,2018,16,Monday
['Jerry Smyth' 'Juanita Alt'],Lunch,2018-03-04 14:00:00+01:00,409,2018,2,Friday
['Byron Flores'],Lunch,2017-07-25 13:00:00+02:00,556,2017,28,Friday
['Byron Flores'],Lunch,2018-12-17 14:00:00+01:00,512,2018,19,Wednesday
['Byron Flores'],Breakfast,2014-03-30 08:00:00+02:00,713,2014,4,Friday
['Byron Flores'],Dinner,2016-10-24 21:00:00+02:00,391,2016,28,Friday
['Byron Flores'],Lunch,2016-11-09 13:00:00+01:00,418,2016,11,Friday
['Byron Flores'],Dinner,2018-09-07 20:00:00+02:00,635,2018,5,Wednesday
['Byron Flores'],Lunch,2017-03-17 12:00:00+01:00,325,2017,16,Thursday
['Byron Flores'],Lunch,2015-02-04 14:00:00+01:00,139,2015,3,Tuesday
['Byron Flores'],Dinner,2018-05-14 20:00:00+02:00,770,2018,12,Saturday
['Byron Flores'],Dinner,2015-07-19 21:00:00+02:00,575,2015,23,Thursday
['Byron Flores'],Breakfast,2018-12-06 08:00:00+01:00,275,2018,5,Wednesday
['Byron Flores'],Lunch,2017-08-23 12:00:00+02:00,530,2017,25,Friday
['Beth Kiehne'],Lunch,2017-07-10 13:00:00+02:00,897,2017,15,Saturday
['Beth Kiehne'],Lunch,2018-04-07 13:00:00+02:00,25,2018,12,Thursday
['Beth Kiehne'],Breakfast,2015-09-27 08:00:00+02:00,609,2015,28,Monday
['Beth Kiehne'],Breakfast,2017-09-28 07:00:00+02:00,689,2017,25,Monday
['Beth Kiehne'],Dinner,2018-11-03 22:00:00+01:00,323,2018,30,Tuesday
['Beth Kiehne'],Dinner,2016-01-26 20:00:00+01:00,268,2016,24,Sunday
['Beth Kiehne'],Dinner,2016-05-17 21:00:00+02:00,732,2016,15,Sunday
['Beth Kiehne'],Dinner,2017-08-04 22:00:00+02:00,342,2017,4,Friday
['Beth Kiehne'],Breakfast,2017-08-31 09:00:00+02:00,504,2017,30,Wednesday
['Beth Kiehne'],Dinner,2014-04-15 20:00:00+02:00,523,2014,12,Saturday
['Beth Kiehne'],Breakfast,2015-09-13 08:00:00+02:00,549,2015,13,Sunday
['Ozie Mattos' 'Ann Macdonald' 'Marlene Kujawa'],Dinner,2014-03-05 22:00:00+01:00,638,2014,10,Monday
['Stacey Harris' 'Ozie Mattos'],Dinner,2014-03-20 22:00:00+01:00,541,2014,23,Sunday
['Mario Bruno' 'Stacey Harris'],Breakfast,2018-06-03 08:00:00+02:00,412,2018,1,Friday
['Ann Macdonald' 'Ozie Mattos' 'Stacey Harris'],Dinner,2018-07-12 21:00:00+02:00,86,2018,15,Sunday
['Marlene Kujawa' 'Ozie Mattos' 'Mario Bruno'],Breakfast,2014-04-17 08:00:00+02:00,142,2014,22,Tuesday
['Stacey Harris' 'Mario Bruno' 'Marlene Kujawa'],Dinner,2016-03-22 20:00:00+01:00,524,2016,27,Sunday
['Ozie Mattos' 'Stacey Harris' 'Mario Bruno'],Dinner,2017-02-26 21:00:00+01:00,528,2017,27,Monday
['Mario Bruno' 'Ann Macdonald' 'Ozie Mattos'],Dinner,2016-08-23 21:00:00+02:00,809,2016,19,Friday
['Ozie Mattos'],Lunch,2016-05-20 14:00:00+02:00,157,2016,19,Thursday
['Ozie Mattos'],Breakfast,2014-02-13 08:00:00+01:00,247,2014,15,Saturday
['Mario Bruno'],Lunch,2018-10-13 13:00:00+02:00,808,2018,18,Thursday
['Wilfredo Davey' 'Erik Reyes' 'Calvin Surber'],Dinner,2017-08-10 20:00:00+02:00,762,2017,14,Monday
['Patrick Vanvalkenburg'],Breakfast,2016-03-12 09:00:00+01:00,919,2016,16,Wednesday
['Wilfredo Davey' 'Patrick Vanvalkenburg' 'Erik Reyes'],Breakfast,2018-11-15 07:00:00+01:00,436,2018,13,Tuesday
['Erik Reyes'],Breakfast,2014-09-15 08:00:00+02:00,748,2014,14,Sunday
['Erik Reyes'],Dinner,2016-08-14 21:00:00+02:00,81,2016,13,Saturday
['Calvin Surber'],Lunch,2018-01-27 13:00:00+01:00,666,2018,1,Thursday
['Wilfredo Davey'],Lunch,2014-10-15 14:00:00+02:00,223,2014,15,Wednesday
['Calvin Surber'],Breakfast,2018-08-21 07:00:00+02:00,489,2018,22,Wednesday
['Erik Reyes' 'Dolores Trull' 'Patrick Vanvalkenburg'],Breakfast,2016-11-03 07:00:00+01:00,89,2016,7,Monday
['Wilfredo Davey' 'Patrick Vanvalkenburg' 'Dolores Trull' 'Calvin Surber'],Breakfast,2016-09-09 09:00:00+02:00,48,2016,7,Wednesday
['Dolores Trull' 'Erik Reyes' 'Wilfredo Davey'],Lunch,2015-09-27 13:00:00+02:00,668,2015,30,Wednesday
['Erik Reyes'],Dinner,2017-12-17 20:00:00+01:00,667,2017,20,Wednesday
['Howard Herrera'],Lunch,2015-01-24 14:00:00+01:00,414,2015,27,Tuesday
['Lisa Nelson'],Lunch,2014-05-31 12:00:00+02:00,409,2014,2,Monday
['Lisa Nelson' 'Howard Herrera'],Dinner,2014-06-30 20:00:00+02:00,159,2014,29,Sunday
['Beth Moore' 'Francisca Rahaman' 'Howard Herrera'],Lunch,2017-02-23 12:00:00+01:00,552,2017,22,Wednesday
['Howard Herrera' 'Lisa Nelson'],Breakfast,2017-08-11 08:00:00+02:00,733,2017,9,Wednesday
['Beth Moore'],Lunch,2016-05-27 12:00:00+02:00,308,2016,25,Wednesday
['Howard Herrera'],Breakfast,2018-10-22 09:00:00+02:00,366,2018,24,Wednesday
['Lisa Nelson' 'Francisca Rahaman'],Breakfast,2017-09-08 09:00:00+02:00,160,2017,6,Wednesday
['Francisca Rahaman'],Breakfast,2017-10-26 07:00:00+02:00,608,2017,29,Sunday
['Kathleen Nagel'],Lunch,2015-12-06 13:00:00+01:00,353,2015,2,Wednesday
['Michael Santiago'],Dinner,2014-05-09 22:00:00+02:00,521,2014,14,Wednesday
['Kathleen Nagel'],Lunch,2016-03-31 12:00:00+02:00,29,2016,29,Tuesday
['Michael Santiago'],Lunch,2014-03-03 14:00:00+01:00,188,2014,2,Sunday
['Michael Santiago'],Lunch,2017-12-14 14:00:00+01:00,746,2017,12,Tuesday
['Kathleen Nagel'],Dinner,2017-11-04 22:00:00+01:00,752,2017,6,Monday
['Michael Santiago'],Breakfast,2017-07-17 07:00:00+02:00,640,2017,17,Monday
['Kathleen Nagel'],Lunch,2018-02-26 12:00:00+01:00,563,2018,2,Friday
['Kathleen Nagel'],Dinner,2018-02-16 22:00:00+01:00,340,2018,15,Thursday
['Kathleen Nagel'],Lunch,2014-10-07 13:00:00+02:00,405,2014,11,Saturday
['Michael Santiago'],Breakfast,2016-11-12 09:00:00+01:00,259,2016,13,Sunday
['Edith Maynard'],Lunch,2017-11-03 13:00:00+01:00,259,2017,3,Friday
['Edith Maynard'],Lunch,2018-07-16 13:00:00+02:00,95,2018,19,Thursday
['Eugene Quintero'],Dinner,2018-01-12 21:00:00+01:00,83,2018,16,Tuesday
['Edith Maynard'],Breakfast,2014-07-12 09:00:00+02:00,173,2014,16,Wednesday
['Edith Maynard'],Breakfast,2017-01-31 07:00:00+01:00,814,2017,3,Friday
['Edith Maynard'],Breakfast,2016-07-17 07:00:00+02:00,535,2016,14,Thursday
['Eugene Quintero'],Lunch,2018-03-01 14:00:00+01:00,840,2018,25,Sunday
['Eugene Quintero'],Breakfast,2015-04-24 08:00:00+02:00,165,2015,29,Wednesday
['Edith Maynard'],Breakfast,2016-09-30 07:00:00+02:00,32,2016,27,Tuesday
['Eugene Quintero'],Dinner,2018-07-24 22:00:00+02:00,565,2018,21,Saturday
['Inez Lombardo' 'Paul Zorns' 'Stormy Petit'],Breakfast,2016-09-21 08:00:00+02:00,346,2016,26,Monday
['Arnold Chaisson' 'Stormy Petit' 'Paul Zorns'],Lunch,2014-05-06 14:00:00+02:00,216,2014,8,Thursday
['Arnold Chaisson'],Lunch,2014-11-11 14:00:00+01:00,299,2014,9,Sunday
['Arnold Chaisson'],Breakfast,2016-02-10 07:00:00+01:00,408,2016,7,Sunday
['Paul Zorns'],Lunch,2018-08-29 14:00:00+02:00,439,2018,29,Wednesday
['Arnold Chaisson' 'Paul Zorns' 'Inez Lombardo'],Breakfast,2018-09-06 08:00:00+02:00,676,2018,10,Monday
['Paul Zorns' 'Arnold Chaisson'],Breakfast,2014-07-16 07:00:00+02:00,607,2014,17,Thursday
['Levi Jackson' 'Sung Winter' 'Floyd Delisle'],Breakfast,2018-08-16 08:00:00+02:00,414,2018,13,Monday
['Floyd Delisle' 'Sung Winter'],Lunch,2017-07-24 12:00:00+02:00,500,2017,22,Saturday
['Robert Charles'],Lunch,2018-02-25 13:00:00+01:00,128,2018,23,Friday
['Levi Jackson'],Dinner,2017-04-06 21:00:00+02:00,537,2017,5,Wednesday
['Sung Winter'],Dinner,2017-10-05 21:00:00+02:00,371,2017,10,Tuesday
['Floyd Delisle' 'Sung Winter' 'Robert Charles'],Breakfast,2017-05-16 08:00:00+02:00,836,2017,17,Wednesday
['Angel Wildes' 'John Mccune' 'Marcelino Blanchard' 'Matthew Yanez'],Breakfast,2015-03-13 07:00:00+01:00,185,2015,17,Tuesday
['Marcelino Blanchard'],Dinner,2017-08-11 21:00:00+02:00,907,2017,14,Monday
['Matthew Yanez' 'Marcelino Blanchard' 'John Mccune'],Breakfast,2016-02-26 08:00:00+01:00,469,2016,27,Saturday
['Jerome Larochelle' 'Marcelino Blanchard' 'Angel Wildes' 'John Mccune'],Lunch,2015-07-20 14:00:00+02:00,605,2015,20,Monday
['Jerome Larochelle'],Breakfast,2014-12-03 09:00:00+01:00,332,2014,2,Tuesday
['Marcelino Blanchard'],Dinner,2014-09-22 21:00:00+02:00,314,2014,21,Sunday
['Marcelino Blanchard' 'John Mccune' 'Matthew Yanez' 'Angel Wildes'],Breakfast,2016-09-13 08:00:00+02:00,69,2016,13,Tuesday
['Jerome Larochelle'],Breakfast,2018-10-28 09:00:00+01:00,183,2018,24,Wednesday
['Angel Wildes' 'Matthew Yanez'],Dinner,2018-03-13 22:00:00+01:00,650,2018,16,Friday
['Marcelino Blanchard' 'Matthew Yanez'],Breakfast,2018-07-07 07:00:00+02:00,381,2018,8,Sunday
['Marcelino Blanchard'],Dinner,2017-05-09 20:00:00+02:00,425,2017,6,Saturday
['Angel Wildes'],Dinner,2015-11-30 22:00:00+01:00,752,2015,29,Sunday
['Jerome Larochelle' 'Angel Wildes' 'John Mccune'],Breakfast,2016-07-12 09:00:00+02:00,500,2016,12,Tuesday
['James Adams' 'Tracy Shirley'],Dinner,2015-08-21 20:00:00+02:00,711,2015,20,Thursday
['Tracy Shirley'],Dinner,2014-07-05 20:00:00+02:00,535,2014,7,Monday
['Charlie Stevens'],Lunch,2014-04-15 13:00:00+02:00,404,2014,17,Thursday
['Charlie Stevens' 'James Adams'],Dinner,2017-04-02 21:00:00+02:00,437,2017,1,Saturday
['Charlie Stevens'],Dinner,2014-12-17 20:00:00+01:00,565,2014,15,Monday
['Tracy Shirley'],Breakfast,2015-01-14 08:00:00+01:00,654,2015,10,Saturday
['Charlie Stevens'],Dinner,2017-03-24 21:00:00+01:00,263,2017,22,Wednesday
['Tracy Shirley'],Lunch,2018-05-26 14:00:00+02:00,582,2018,31,Thursday
['Charlie Stevens'],Breakfast,2016-04-26 07:00:00+02:00,585,2016,22,Friday
['Tracy Shirley'],Breakfast,2017-09-29 07:00:00+02:00,406,2017,27,Wednesday
['Tracy Shirley' 'Charlie Stevens'],Breakfast,2018-04-29 08:00:00+02:00,684,2018,27,Friday
['Claud Bronder'],Dinner,2018-12-31 20:00:00+01:00,248,2018,30,Sunday
['Claud Bronder'],Dinner,2016-10-16 20:00:00+02:00,231,2016,18,Tuesday
['Peggy Dasilva' 'John Griffin'],Lunch,2018-02-20 14:00:00+01:00,216,2018,19,Monday
['Claud Bronder' 'Peggy Dasilva'],Lunch,2014-05-14 13:00:00+02:00,524,2014,16,Friday
['Peggy Dasilva'],Breakfast,2016-04-09 07:00:00+02:00,187,2016,12,Tuesday
['John Griffin'],Dinner,2015-09-06 22:00:00+02:00,621,2015,4,Friday
['Peggy Dasilva'],Lunch,2018-04-19 13:00:00+02:00,474,2018,22,Sunday
['Peggy Dasilva'],Dinner,2016-09-28 21:00:00+02:00,579,2016,1,Saturday
['Claud Bronder'],Dinner,2014-07-16 22:00:00+02:00,557,2014,14,Monday
['John Griffin'],Lunch,2017-09-10 14:00:00+02:00,543,2017,14,Thursday
['John Griffin'],Breakfast,2016-06-20 07:00:00+02:00,536,2016,18,Saturday
['Claud Bronder'],Lunch,2014-08-03 13:00:00+02:00,741,2014,2,Saturday
['Peggy Dasilva'],Lunch,2016-10-29 13:00:00+02:00,345,2016,3,Thursday
['Joyce Andreason' 'Lori Sullivan' 'Donald Mcdonald' 'Rebekah Kozan'],Breakfast,2018-09-17 09:00:00+02:00,569,2018,22,Saturday
['Gregory Knaub' 'Andy Brown' 'Donald Mcdonald' 'Joyce Andreason'],Lunch,2018-05-11 14:00:00+02:00,435,2018,12,Saturday
"['Donald Mcdonald' 'Andy Brown' 'Lori Sullivan' 'Rebekah Kozan'
 'Gregory Knaub']",Lunch,2015-12-21 12:00:00+01:00,269,2015,20,Sunday
['Gregory Knaub' 'Donald Mcdonald' 'Andy Brown' 'Lori Sullivan'],Lunch,2015-10-01 14:00:00+02:00,852,2015,4,Sunday
['Andy Brown'],Breakfast,2015-07-16 09:00:00+02:00,15,2015,21,Tuesday
['Rebekah Kozan' 'Gregory Knaub' 'Joyce Andreason' 'Donald Mcdonald'],Dinner,2014-12-25 20:00:00+01:00,367,2014,21,Sunday
['Donald Mcdonald'],Lunch,2016-04-06 13:00:00+02:00,362,2016,9,Saturday
['Joyce Andreason' 'Donald Mcdonald' 'Andy Brown' 'Lori Sullivan'],Lunch,2014-11-30 14:00:00+01:00,110,2014,30,Sunday
['Lori Sullivan' 'Andy Brown' 'Joyce Andreason'],Dinner,2014-12-01 22:00:00+01:00,207,2014,5,Friday
['Donald Mcdonald'],Lunch,2014-12-01 13:00:00+01:00,392,2014,30,Sunday
['Joyce Andreason'],Dinner,2015-10-14 20:00:00+02:00,534,2015,14,Wednesday
"['Gregory Knaub' 'Donald Mcdonald' 'Lori Sullivan' 'Andy Brown'
 'Joyce Andreason']",Breakfast,2014-09-08 08:00:00+02:00,380,2014,9,Tuesday
['Donald Mcdonald'],Dinner,2018-09-30 21:00:00+02:00,239,2018,26,Wednesday
['Gregory Knaub'],Dinner,2016-08-02 20:00:00+02:00,376,2016,4,Thursday
['Rebekah Kozan' 'Joyce Andreason' 'Andy Brown' 'Lori Sullivan'],Breakfast,2015-06-08 08:00:00+02:00,676,2015,4,Thursday
['Gregory Knaub' 'Andy Brown' 'Lori Sullivan' 'Joyce Andreason'],Breakfast,2017-02-13 09:00:00+01:00,455,2017,14,Tuesday
['Jerry Wright'],Dinner,2014-08-02 22:00:00+02:00,563,2014,2,Saturday
['Jerry Wright'],Breakfast,2018-07-31 08:00:00+02:00,412,2018,27,Friday
['William Schoepp'],Breakfast,2015-03-03 07:00:00+01:00,606,2015,28,Saturday
['Jerry Wright'],Lunch,2014-03-11 12:00:00+01:00,705,2014,15,Saturday
['Jerry Wright'],Lunch,2014-08-14 14:00:00+02:00,666,2014,18,Monday
['William Schoepp'],Lunch,2018-12-25 12:00:00+01:00,857,2018,23,Sunday
['Jerry Wright'],Lunch,2017-07-23 12:00:00+02:00,506,2017,25,Tuesday
['Laura Street'],Lunch,2018-01-16 12:00:00+01:00,52,2018,16,Tuesday
['Laura Street'],Dinner,2014-09-09 20:00:00+02:00,455,2014,7,Sunday
['Laura Street'],Breakfast,2014-05-23 09:00:00+02:00,219,2014,27,Tuesday
['Laura Street'],Lunch,2015-12-22 14:00:00+01:00,586,2015,25,Friday
['Laura Street'],Dinner,2017-05-04 20:00:00+02:00,536,2017,3,Wednesday
['Laura Street'],Lunch,2017-02-13 14:00:00+01:00,702,2017,15,Wednesday
['Laura Street'],Lunch,2018-05-21 12:00:00+02:00,815,2018,17,Thursday
['Laura Street'],Breakfast,2018-06-13 08:00:00+02:00,186,2018,11,Monday
['Laura Street'],Lunch,2015-03-05 14:00:00+01:00,26,2015,2,Monday
['Laura Street'],Lunch,2017-10-15 13:00:00+02:00,653,2017,11,Wednesday
['Laura Street'],Breakfast,2018-07-27 08:00:00+02:00,249,2018,29,Sunday
['Concetta Carriaga' 'Melissa Hanley' 'Joel Daniels' 'Richard Marquez'],Breakfast,2015-12-01 09:00:00+01:00,370,2015,6,Sunday
['Concetta Carriaga' 'Richard Marquez'],Breakfast,2014-02-15 08:00:00+01:00,592,2014,14,Friday
['Joel Daniels'],Breakfast,2015-03-20 07:00:00+01:00,595,2015,20,Friday
['Joel Daniels' 'Concetta Carriaga'],Breakfast,2018-12-14 09:00:00+01:00,295,2018,19,Wednesday
['Concetta Carriaga'],Dinner,2016-01-13 20:00:00+01:00,162,2016,13,Wednesday
['Melissa Hanley' 'Jeffrey Raborn'],Dinner,2018-04-27 20:00:00+02:00,141,2018,1,Tuesday
['Richard Marquez' 'Jeffrey Raborn' 'Melissa Hanley' 'Concetta Carriaga'],Dinner,2016-09-20 21:00:00+02:00,61,2016,25,Sunday
['Jose Leak'],Dinner,2015-05-24 20:00:00+02:00,471,2015,27,Wednesday
['Michael Lopez' 'Dorothea Pumphrey' 'Jose Leak'],Dinner,2015-03-09 22:00:00+01:00,757,2015,7,Saturday
['Lola Butler'],Breakfast,2017-12-23 07:00:00+01:00,385,2017,22,Friday
['Lola Butler' 'Michael Lopez'],Lunch,2016-05-06 14:00:00+02:00,662,2016,2,Monday
['Lola Butler' 'Dorothea Pumphrey'],Lunch,2015-07-11 12:00:00+02:00,484,2015,7,Tuesday
['Lola Butler'],Dinner,2018-05-31 22:00:00+02:00,149,2018,29,Tuesday
['Lola Butler' 'Dorothea Pumphrey' 'Michael Lopez'],Dinner,2015-10-29 22:00:00+01:00,359,2015,3,Tuesday
['Lola Butler'],Breakfast,2018-09-13 08:00:00+02:00,617,2018,15,Saturday
['Lola Butler' 'Dorothea Pumphrey' 'Michael Lopez'],Lunch,2015-07-17 13:00:00+02:00,232,2015,14,Tuesday
['Lola Butler'],Lunch,2017-04-20 13:00:00+02:00,532,2017,24,Monday
['Sue Thompson' 'Dennis Doherty'],Lunch,2016-12-21 12:00:00+01:00,774,2016,18,Sunday
['Sue Thompson'],Lunch,2017-06-24 13:00:00+02:00,108,2017,27,Tuesday
['Latoya Willet' 'John Leona' 'Dennis Doherty' 'Sue Thompson'],Dinner,2017-09-25 20:00:00+02:00,829,2017,21,Thursday
['Elsa White'],Breakfast,2015-11-02 08:00:00+01:00,546,2015,5,Thursday
['Elsa White' 'Latoya Willet' 'John Leona'],Dinner,2016-10-12 20:00:00+02:00,601,2016,11,Tuesday
['Christopher Ray' 'Elsa White'],Lunch,2016-12-01 12:00:00+01:00,619,2016,2,Friday
['John Leona' 'Sue Thompson' 'Christopher Ray'],Dinner,2015-09-20 22:00:00+02:00,106,2015,20,Sunday
['Sue Thompson' 'John Leona'],Breakfast,2017-03-13 08:00:00+01:00,156,2017,16,Thursday
['Jeremy Duvall'],Dinner,2018-08-01 20:00:00+02:00,23,2018,5,Sunday
['Jeremy Duvall' 'Jesenia Ford' 'Stephan Smith'],Dinner,2014-12-10 21:00:00+01:00,545,2014,15,Monday
['Jesenia Ford'],Lunch,2015-12-27 13:00:00+01:00,353,2015,30,Wednesday
['Charlie Jones' 'Stephan Smith' 'Jeremy Duvall'],Breakfast,2017-11-28 09:00:00+01:00,318,2017,25,Saturday
['Jesenia Ford'],Breakfast,2018-07-06 08:00:00+02:00,335,2018,8,Sunday
['Charlie Jones'],Lunch,2015-05-11 14:00:00+02:00,166,2015,16,Saturday
['Stephan Smith' 'Jeremy Duvall'],Breakfast,2018-12-28 07:00:00+01:00,379,2018,27,Thursday
['Charlie Jones'],Breakfast,2015-08-03 09:00:00+02:00,682,2015,5,Wednesday
['Charlie Jones' 'Stephan Smith' 'Jeremy Duvall'],Dinner,2017-03-10 22:00:00+01:00,466,2017,13,Monday
['Charlie Jones' 'Stephan Smith'],Dinner,2017-05-06 20:00:00+02:00,929,2017,6,Saturday
['Jeremy Duvall'],Dinner,2018-11-17 20:00:00+01:00,686,2018,19,Monday
['Jeremy Duvall'],Dinner,2015-09-09 21:00:00+02:00,204,2015,5,Saturday
['Jeremy Duvall'],Dinner,2017-04-13 21:00:00+02:00,244,2017,11,Tuesday
['Philip Harris'],Lunch,2014-10-04 14:00:00+02:00,684,2014,8,Wednesday
